product_id,product_name,category,price,brand,description
379,FabIndia Chanderi Kurta SA-9688,Clothing,231.83,FabIndia,"Experience the elegance of Pantaloons's DarkOrange cotton shirt, crafted for comfort and sophistication."
380,Himalaya Anti Aging Mask gX-5891,Beauty,391.77,Himalaya,"Pamper your skin with Forest Essentials's ayurvedic serum, specially formulated for radiant and healthy skin."
381,Himalaya Revitalizing Mask PR-2909,Beauty,480.28,Himalaya,"Pamper your skin with Lotus Herbals's ayurvedic mask, specially formulated for radiant and healthy skin."
382,Nivia Premium Series qo-6101,Sports,382.97,Nivia,"Gear up with Cosco's professional gear, crafted to boost your performance and endurance on the field."
383,Tata Motors Compact System Cx-8993,Electronics,428.33,Tata Motors,"Tata Motors presents its latest high-performance appliance, engineered for seamless performance and cutting-edge innovation."
384,Funskool Educational Toy bE-9825,Toys,303.52,Funskool,"Let your child explore with Hamleys India's interactive doll, designed to spark creativity and fun."
385,Funskool Creative Game wt-6112,Toys,418.53,Funskool,"Let your child explore with Zephyr's safe playset, designed to spark creativity and fun."
386,Tata Motors Compact System Eg-3875,Electronics,393.29,Tata Motors,"Voltas presents its latest smart appliance, engineered for seamless performance and cutting-edge innovation."
387,Funskool Educational Playset ZT-5140,Toys,191.61,Funskool,"Let your child explore with Mirada's safe learning tool, designed to spark creativity and fun."
388,Tata Motors Digital Appliance Hl-5123,Electronics,278.24,Tata Motors,"Micromax presents its latest smart device, engineered for seamless performance and cutting-edge innovation."
389,Nivia Performance Gear oZ-5867,Sports,403.35,Nivia,"Gear up with SG's competition gear, crafted to boost your performance and endurance on the field."
390,Godrej Interio Energy Efficient Cookware Set VN-2660,Home & Kitchen,27.8,Godrej Interio,Discover Crompton's space-saving solution for your modern home — designed for durability and style.
391,Himalaya Anti Aging Mask Tn-9660,Beauty,405.0,Himalaya,"Pamper your skin with Himalaya's natural cream, specially formulated for radiant and healthy skin."
392,Nivia Competition Gear lx-1918,Sports,93.05,Nivia,"Gear up with Nivia's competition equipment, crafted to boost your performance and endurance on the field."
393,'Public-key bottom-line implementation' by Penguin India HO-7147,Books,259.77,Penguin India,"Monitored national interface' — a captivating read from Penguin India, bringing you stories that inspire and engage."
394,FabIndia Linen Shirt Lh-9696,Clothing,405.1,FabIndia,"Experience the elegance of Biba's CornflowerBlue linen saree, crafted for comfort and sophistication."
395,Godrej Interio Modular Cooktop NL-7924,Home & Kitchen,130.64,Godrej Interio,Discover Havells's space-saving solution for your modern home — designed for durability and style.
396,'Re-engineered content-based strategy' by Penguin India hl-5134,Books,126.67,Penguin India,"Stand-alone global access' — a captivating read from Rupa Publications, bringing you stories that inspire and engage."
397,Mamaearth Natural Lotion Mi-2866,Beauty,204.37,Mamaearth,"Pamper your skin with Biotique's organic serum, specially formulated for radiant and healthy skin."
398,Funskool Interactive Creative Set SP-6278,Toys,447.85,Funskool,"Let your child explore with Funskool's educational doll, designed to spark creativity and fun."
399,Tata Motors Compact Solution lu-2742,Electronics,5.22,Tata Motors,"Boat presents its latest compact appliance, engineered for seamless performance and cutting-edge innovation."
400,Mamaearth Revitalizing Oil im-0507,Beauty,451.18,Mamaearth,"Pamper your skin with Biotique's organic mask, specially formulated for radiant and healthy skin."
401,Nivia Performance Accessories AT-8767,Sports,81.13,Nivia,"Gear up with Cosco's professional gear, crafted to boost your performance and endurance on the field."
402,FabIndia Silk Shirt YW-2190,Clothing,495.09,FabIndia,"Experience the elegance of Biba's Turquoise cotton shirt, crafted for comfort and sophistication."
403,Nivia Performance Series sk-0438,Sports,477.65,Nivia,"Gear up with TYKA's competition gear, crafted to boost your performance and endurance on the field."
404,Godrej Interio Space Saving Storage Solution Kh-7881,Home & Kitchen,249.86,Godrej Interio,Discover Godrej Interio's space-saving solution for your modern home — designed for durability and style.
405,Crompton Premium Kitchen Solution In-5807,Home & Kitchen,258.8,Crompton,Discover Prestige's space-saving solution for your modern home — designed for durability and style.
406,FabIndia Cotton Dress qw-3407,Clothing,243.37,FabIndia,"Experience the elegance of Manyavar's PowderBlue silk saree, crafted for comfort and sophistication."
407,'User-friendly next generation monitoring' by Penguin India Sw-1339,Books,319.54,Penguin India,"Upgradable optimizing flexibility' — a captivating read from Westland Books, bringing you stories that inspire and engage."
408,'Diverse tangible interface' by Penguin India iY-9629,Books,49.91,Penguin India,"Inverse dynamic array' — a captivating read from Penguin India, bringing you stories that inspire and engage."
409,Godrej Interio Smart Storage Solution Ir-3095,Home & Kitchen,21.15,Godrej Interio,Discover Crompton's energy-efficient solution for your modern home — designed for durability and style.
410,Godrej Interio Smart Kitchen Solution Kr-2544,Home & Kitchen,33.56,Godrej Interio,Discover Crompton's energy-efficient solution for your modern home — designed for durability and style.
411,Funskool Interactive Learning Kit Pi-2604,Toys,224.96,Funskool,"Let your child explore with Chicco India's educational doll, designed to spark creativity and fun."
412,Tata Motors Digital Gadget Fj-2536,Electronics,141.4,Tata Motors,"Reliance Digital presents its latest high-performance appliance, engineered for seamless performance and cutting-edge innovation."
413,Funskool Educational Game OY-6671,Toys,312.91,Funskool,"Let your child explore with Funskool's safe doll, designed to spark creativity and fun."
414,Funskool Immersive Playset Fu-8457,Toys,496.26,Funskool,"Let your child explore with Chicco India's interactive playset, designed to spark creativity and fun."
415,'Focused zero administration frame' by Penguin India YI-1751,Books,196.23,Penguin India,"Proactive fresh-thinking contingency' — a captivating read from Westland Books, bringing you stories that inspire and engage."
416,Pantaloons Linen Shirt ru-3637,Clothing,289.05,Pantaloons,"Experience the elegance of Raymond's MidnightBlue silk kurta, crafted for comfort and sophistication."
417,'Configurable neutral frame' by Penguin India FY-8929,Books,210.72,Penguin India,"Fundamental global focus group' — a captivating read from Penguin India, bringing you stories that inspire and engage."
418,Tata Motors Connected System bh-0017,Electronics,424.4,Tata Motors,"Voltas presents its latest high-performance appliance, engineered for seamless performance and cutting-edge innovation."
419,Nivia Competition Gear Si-7063,Sports,451.61,Nivia,"Gear up with Cosco's training accessories, crafted to boost your performance and endurance on the field."
420,Godrej Interio Energy Efficient Kitchen Solution fx-4154,Home & Kitchen,439.29,Godrej Interio,Discover Godrej Interio's modular solution for your modern home — designed for durability and style.
421,Godrej Interio Modular Kitchen Solution Pf-6436,Home & Kitchen,487.31,Godrej Interio,Discover Crompton's space-saving solution for your modern home — designed for durability and style.
422,Tata Motors Digital System Lo-3712,Electronics,18.62,Tata Motors,"Tata Motors presents its latest smart device, engineered for seamless performance and cutting-edge innovation."
423,Funskool Interactive Game BS-0051,Toys,420.71,Funskool,"Let your child explore with Funskool's educational learning tool, designed to spark creativity and fun."
424,FabIndia Cotton Kurta UZ-1361,Clothing,377.13,FabIndia,"Experience the elegance of FabIndia's LawnGreen silk saree, crafted for comfort and sophistication."
425,Godrej Interio Energy Efficient Cooktop yX-5542,Home & Kitchen,118.2,Godrej Interio,Discover Havells's space-saving solution for your modern home — designed for durability and style.
426,Himalaya Anti Aging Lotion NP-1890,Beauty,478.38,Himalaya,"Pamper your skin with Himalaya's organic mask, specially formulated for radiant and healthy skin."
427,Funskool Safe Learning Kit NR-5326,Toys,78.35,Funskool,"Let your child explore with Mirada's safe doll, designed to spark creativity and fun."
428,Godrej Interio Premium Home System LU-1121,Home & Kitchen,341.38,Godrej Interio,Discover Crompton's energy-efficient solution for your modern home — designed for durability and style.
429,Himalaya Radiant Skin Serum rP-6523,Beauty,116.32,Himalaya,"Pamper your skin with Forest Essentials's ayurvedic cream, specially formulated for radiant and healthy skin."
430,Tata Motors Smart Gadget sX-8999,Electronics,218.53,Tata Motors,"Boat presents its latest compact device, engineered for seamless performance and cutting-edge innovation."
431,Tata Motors Compact Gadget mV-3898,Electronics,360.98,Tata Motors,"Boat presents its latest compact appliance, engineered for seamless performance and cutting-edge innovation."
432,Funskool Safe Creative Set hp-0376,Toys,283.85,Funskool,"Let your child explore with Mirada's educational doll, designed to spark creativity and fun."
433,Crompton Premium Storage Solution ui-1805,Home & Kitchen,216.61,Crompton,Discover Prestige's space-saving solution for your modern home — designed for durability and style.
434,'Profound modular array' by Penguin India WE-6582,Books,166.54,Penguin India,"Reduced holistic leverage' — a captivating read from Jaico Publishing, bringing you stories that inspire and engage."
435,Himalaya Anti Aging Cream aq-1091,Beauty,420.63,Himalaya,"Pamper your skin with Himalaya's natural mask, specially formulated for radiant and healthy skin."
436,FabIndia Chanderi Dress OT-0684,Clothing,76.19,FabIndia,"Experience the elegance of Pantaloons's MediumPurple silk saree, crafted for comfort and sophistication."
437,Godrej Interio Energy Efficient Home System IN-6618,Home & Kitchen,217.9,Godrej Interio,Discover Godrej Interio's energy-efficient solution for your modern home — designed for durability and style.
438,FabIndia Silk Ensemble nZ-1418,Clothing,452.36,FabIndia,"Experience the elegance of FabIndia's LightPink linen saree, crafted for comfort and sophistication."
439,Godrej Interio Premium Cooktop tS-5691,Home & Kitchen,423.7,Godrej Interio,Discover Crompton's energy-efficient solution for your modern home — designed for durability and style.
440,'Intuitive impactful flexibility' by Penguin India hD-0316,Books,203.47,Penguin India,"Function-based discrete capability' — a captivating read from Penguin India, bringing you stories that inspire and engage."
441,'User-friendly next generation monitoring' by Penguin India ha-9042,Books,382.74,Penguin India,"Up-sized content-based functionalities' — a captivating read from Penguin India, bringing you stories that inspire and engage."
442,Funskool Immersive Toy wH-2027,Toys,412.46,Funskool,"Let your child explore with Mirada's educational learning tool, designed to spark creativity and fun."
443,Funskool Educational Toy Uh-2524,Toys,445.0,Funskool,"Let your child explore with Zephyr's safe learning tool, designed to spark creativity and fun."
444,'Realigned directional software' by Penguin India qT-6481,Books,274.53,Penguin India,"Enterprise-wide content-based data-warehouse' — a captivating read from HarperCollins India, bringing you stories that inspire and engage."
445,Nivia Performance Series xd-1778,Sports,106.21,Nivia,"Gear up with Nivia's competition gear, crafted to boost your performance and endurance on the field."
446,'Realigned directional software' by Penguin India Xg-2524,Books,131.38,Penguin India,"Grass-roots uniform parallelism' — a captivating read from Westland Books, bringing you stories that inspire and engage."
447,Tata Motors Connected Device ca-1380,Electronics,151.37,Tata Motors,"Voltas presents its latest high-performance appliance, engineered for seamless performance and cutting-edge innovation."
448,Tata Motors Digital System lc-7562,Electronics,298.93,Tata Motors,"Voltas presents its latest compact device, engineered for seamless performance and cutting-edge innovation."
449,Nivia Competition Equipment Uu-3536,Sports,21.24,Nivia,"Gear up with Cosco's professional gear, crafted to boost your performance and endurance on the field."
450,Himalaya Anti Aging Serum Rd-9518,Beauty,319.84,Himalaya,"Pamper your skin with Himalaya's ayurvedic serum, specially formulated for radiant and healthy skin."
451,FabIndia Linen Shirt Ds-8061,Clothing,185.36,FabIndia,"Experience the elegance of Manyavar's Aquamarine cotton saree, crafted for comfort and sophistication."
452,Godrej Interio Space Saving Storage Solution xm-1870,Home & Kitchen,151.14,Godrej Interio,Discover Havells's space-saving solution for your modern home — designed for durability and style.
453,Godrej Interio Premium Cooktop xL-4937,Home & Kitchen,440.35,Godrej Interio,Discover Havells's space-saving solution for your modern home — designed for durability and style.
454,Nivia Training Series Ab-8320,Sports,232.7,Nivia,"Gear up with TYKA's professional gear, crafted to boost your performance and endurance on the field."
455,Tata Motors Compact Gadget WQ-5050,Electronics,52.05,Tata Motors,"Tata Motors presents its latest smart device, engineered for seamless performance and cutting-edge innovation."
456,Funskool Educational Learning Kit AF-1383,Toys,414.24,Funskool,"Let your child explore with Hamleys India's safe doll, designed to spark creativity and fun."
457,Godrej Interio Space Saving Cookware Set HA-4103,Home & Kitchen,28.58,Godrej Interio,Discover Havells's space-saving solution for your modern home — designed for durability and style.
458,Tata Motors Compact Device iO-1918,Electronics,364.74,Tata Motors,"Reliance Digital presents its latest smart appliance, engineered for seamless performance and cutting-edge innovation."
459,Himalaya Anti Aging Mask Qi-9906,Beauty,388.08,Himalaya,"Pamper your skin with Lotus Herbals's organic cream, specially formulated for radiant and healthy skin."
460,FabIndia Linen Saree uC-4565,Clothing,179.54,FabIndia,"Experience the elegance of FabIndia's LightSkyBlue cotton shirt, crafted for comfort and sophistication."
461,Himalaya Radiant Skin Serum gj-1329,Beauty,413.27,Himalaya,"Pamper your skin with Lotus Herbals's organic serum, specially formulated for radiant and healthy skin."
462,Nivia Competition Gear hI-7756,Sports,260.25,Nivia,"Gear up with Shiv-Naresh's training gear, crafted to boost your performance and endurance on the field."
463,'Operative directional knowledge user' by Penguin India hf-7474,Books,234.33,Penguin India,"Enterprise-wide actuating extranet' — a captivating read from Jaico Publishing, bringing you stories that inspire and engage."
464,'Optimized 5thgeneration algorithm' by Penguin India uj-4903,Books,27.47,Penguin India,"Polarized bifurcated architecture' — a captivating read from Penguin India, bringing you stories that inspire and engage."
465,'Balanced upward-trending knowledgebase' by Penguin India dR-3568,Books,148.56,Penguin India,"Open-architected mobile archive' — a captivating read from Penguin India, bringing you stories that inspire and engage."
466,Himalaya Natural Serum CJ-4206,Beauty,465.85,Himalaya,"Pamper your skin with Mamaearth's natural mask, specially formulated for radiant and healthy skin."
467,Crompton Modular Cooktop ha-1712,Home & Kitchen,198.95,Crompton,Discover Prestige's space-saving solution for your modern home — designed for durability and style.
468,Pantaloons Cotton Ensemble RO-2365,Clothing,275.62,Pantaloons,"Experience the elegance of Raymond's DeepPink cotton kurta, crafted for comfort and sophistication."
469,'Universal foreground data-warehouse' by Penguin India em-9410,Books,268.35,Penguin India,"Re-contextualized exuding artificial intelligence' — a captivating read from Westland Books, bringing you stories that inspire and engage."
470,Nivia Performance Equipment hc-7215,Sports,297.26,Nivia,"Gear up with TYKA's professional equipment, crafted to boost your performance and endurance on the field."
471,Nivia Performance Accessories Fb-2966,Sports,35.36,Nivia,"Gear up with Shiv-Naresh's competition gear, crafted to boost your performance and endurance on the field."
472,'Sharable high-level complexity' by Penguin India rr-2532,Books,184.28,Penguin India,"Robust radical utilization' — a captivating read from Westland Books, bringing you stories that inspire and engage."
473,'Universal foreground data-warehouse' by Penguin India Np-2099,Books,362.95,Penguin India,"Secured directional time-frame' — a captivating read from HarperCollins India, bringing you stories that inspire and engage."
474,Pantaloons Cotton Shirt Ed-4768,Clothing,104.28,Pantaloons,"Experience the elegance of Raymond's RoyalBlue linen saree, crafted for comfort and sophistication."
475,'Public-key upward-trending encryption' by Penguin India PZ-6263,Books,105.77,Penguin India,"Organic exuding parallelism' — a captivating read from Westland Books, bringing you stories that inspire and engage."
476,FabIndia Linen Dress YT-3806,Clothing,9.99,FabIndia,"Experience the elegance of Biba's Chocolate silk saree, crafted for comfort and sophistication."
477,Nivia Performance Kit Gu-8759,Sports,221.55,Nivia,"Gear up with SG's competition accessories, crafted to boost your performance and endurance on the field."
478,'Profound modular array' by Penguin India ob-2059,Books,441.95,Penguin India,"Cross-platform well-modulated database' — a captivating read from HarperCollins India, bringing you stories that inspire and engage."
479,Himalaya Natural Serum wX-4078,Beauty,30.69,Himalaya,"Pamper your skin with Forest Essentials's natural cream, specially formulated for radiant and healthy skin."
480,Funskool Educational Learning Kit rI-2133,Toys,99.6,Funskool,"Let your child explore with Zephyr's interactive learning tool, designed to spark creativity and fun."
481,Himalaya Natural Mask lp-9652,Beauty,158.49,Himalaya,"Pamper your skin with Forest Essentials's ayurvedic cream, specially formulated for radiant and healthy skin."
482,Nivia Training Series KK-5905,Sports,367.2,Nivia,"Gear up with Shiv-Naresh's professional equipment, crafted to boost your performance and endurance on the field."
483,FabIndia Cotton Kurta lF-3784,Clothing,322.11,FabIndia,"Experience the elegance of Pantaloons's DimGray linen kurta, crafted for comfort and sophistication."
484,Himalaya Revitalizing Cream bH-0393,Beauty,210.89,Himalaya,"Pamper your skin with Forest Essentials's ayurvedic serum, specially formulated for radiant and healthy skin."
485,Pantaloons Silk Shirt vT-5932,Clothing,380.74,Pantaloons,"Experience the elegance of Raymond's SeaShell silk shirt, crafted for comfort and sophistication."
486,Himalaya Radiant Skin Oil Tj-0029,Beauty,306.77,Himalaya,"Pamper your skin with Forest Essentials's organic cream, specially formulated for radiant and healthy skin."
487,Himalaya Moisturizing Mask Lg-5156,Beauty,448.54,Himalaya,"Pamper your skin with Forest Essentials's ayurvedic serum, specially formulated for radiant and healthy skin."
488,FabIndia Khadi Shirt YO-5226,Clothing,409.92,FabIndia,"Experience the elegance of Biba's SaddleBrown linen saree, crafted for comfort and sophistication."
489,Crompton Smart Cooktop oQ-2895,Home & Kitchen,130.14,Crompton,Discover Prestige's modular solution for your modern home — designed for durability and style.
490,Himalaya Radiant Skin Oil lU-6442,Beauty,139.36,Himalaya,"Pamper your skin with Himalaya's natural cream, specially formulated for radiant and healthy skin."
491,'Intuitive impactful flexibility' by Penguin India Mu-6902,Books,67.05,Penguin India,"Fundamental zero tolerance utilization' — a captivating read from Penguin India, bringing you stories that inspire and engage."
492,Funskool Educational Learning Kit jv-3917,Toys,171.8,Funskool,"Let your child explore with Zephyr's safe learning tool, designed to spark creativity and fun."
493,Nivia Competition Accessories TQ-5521,Sports,499.77,Nivia,"Gear up with Shiv-Naresh's competition equipment, crafted to boost your performance and endurance on the field."
494,Crompton Space Saving Home System Se-0433,Home & Kitchen,205.85,Crompton,Discover Prestige's energy-efficient solution for your modern home — designed for durability and style.
495,FabIndia Khadi Saree CU-1006,Clothing,114.14,FabIndia,"Experience the elegance of Manyavar's Ivory cotton shirt, crafted for comfort and sophistication."
496,Godrej Interio Modular Cookware Set Iy-6765,Home & Kitchen,382.43,Godrej Interio,Discover Godrej Interio's space-saving solution for your modern home — designed for durability and style.
497,Tata Motors Smart Gadget eZ-9327,Electronics,273.52,Tata Motors,"Micromax presents its latest smart gadget, engineered for seamless performance and cutting-edge innovation."
498,Tata Motors Connected System ev-0541,Electronics,79.05,Tata Motors,"Tata Motors presents its latest smart device, engineered for seamless performance and cutting-edge innovation."
499,Mamaearth Natural Lotion vM-2181,Beauty,193.44,Mamaearth,"Pamper your skin with Biotique's ayurvedic cream, specially formulated for radiant and healthy skin."
500,Mamaearth Radiant Skin Cream Bk-0629,Beauty,210.16,Mamaearth,"Pamper your skin with Biotique's organic mask, specially formulated for radiant and healthy skin."
